EntryOrder,proofed?,check date,TrapNights,CounterChange,Month,time,checker,station, trap status, bait type, bait condition, co2 cartridge present, counter present, counter number, test fire, counter status, excluder present,number bodies,maintenance,lateral distance,height,(New) Trap ID,trap status,test fire,co2 status,counter present,counter status,counter number,bait type,bait condition,excluder present,Old Trap ID,TKO,notes,Black Rat,Poly Rat,Rat Spp,Mouse,Rodent Spp,All Rat,All Rodent,proofed,proofed by,proof date
1041,JMH,3/21/2020,122,1,3,15:30,JMH,D09,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
514,JMH,4/23/2019,0,#N/A,4,15:16,KSL,D11,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
264,JMH,7/7/2019,75,3,7,10:53,JMH,D11,Open,choc,Old,Yes,Yes,4,Pass,Working,No,3,,,Low,,Open,Pass,Old,Yes,Working,5,choc,Old,No,3 rat spp. See pictures JMH has,,,,,3,,,3,3,TRUE,,
121,JMH,11/20/2019,136,0,11,16:01,JMH,D11,Open,choc,Old,Yes,Yes,5,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1006,JMH,3/21/2020,122,1,3,14:56,BBT,D11,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,3,choc,New,No,,,,,,,,,0,0,TRUE,,
424,JMH,4/21/2019,0,#N/A,4,,AMK,D12,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
263,JMH,7/7/2019,77,0,7,10:47,JMH,D12,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
59,JMH,11/20/2019,136,3,11,15:45,TAW,D12,Open,choc,Old,Yes,Yes,5,Fail,Working,No,1,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,1 rat spp,,,1,,,1,1,TRUE,,
1007,JMH,3/21/2020,122,8,3,15:10,BBT,D12,Open,choc,Old,Yes,Yes,8,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
423,JMH,4/21/2019,0,#N/A,4,,AMK,D13,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
265,JMH,7/7/2019,77,0,7,11:02,JMH,D13,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
105,JMH,11/20/2019,136,3,11,16:00,AED,D13,Open,choc,Old,Yes,Yes,5,Pass,Low batt,No,0,,,High,,Open,Pass,New,Yes,Low batt,1,choc,New,No,,,leaving Low counter because no extras,,,,,,0,0,TRUE,,
1182,JMH,3/21/2020,122,1,3,15:05,KDS,D13,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,1,,0,1,TRUE,,
422,JMH,4/21/2019,0,#N/A,4,,AMK,D14,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
266,JMH,7/7/2019,77,1,7,11:11,JMH,D14,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
122,JMH,11/20/2019,136,2,11,16:11,JMH,D14,Open,choc,Old,Yes,Yes,5,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1181,JMH,3/21/2020,122,0,3,14:48,KDS,D14,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
421,JMH,4/21/2019,0,#N/A,4,,AMK,D15,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
267,JMH,7/7/2019,77,0,7,11:21,JMH,D15,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,Old,No,"Height hard to judge, kinda High, kinda Los",,,,,,,,0,0,TRUE,,
123,JMH,11/20/2019,136,0,11,16:17,JMH,D15,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,Trap kinda high to be considered low. Out of traps so didn't replace,,,,,,0,0,TRUE,,
1180,JMH,3/21/2020,122,0,3,14:29,KDS,D15,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
420,JMH,4/21/2019,0,#N/A,4,,AMK,D16,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
190,JMH,7/4/2019,74,0,7,11:31,NJH,D16,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
106,JMH,11/20/2019,139,0,11,16:17,AED,D16,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,1 black rat ,1,,,,,1,1,TRUE,,
1179,JMH,3/21/2020,122,#VALUE!,3,14:10,KDS,D16,Open,choc,Old,Yes,Yes,NA,Fail,Broken,No,1,,,Low,,Open,Pass,New,No,NA,NA,choc,New,No,,,counter wont turn on,,,,1,,0,1,TRUE,,
482,JMH,4/24/2019,0,#N/A,4,11:06,JMH,E02,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
252,JMH,7/7/2019,74,0,7,13:05,TAW,E02,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,4,choc,Old,No,,,,,,,,,0,0,TRUE,,
166,JMH,11/20/2019,136,0,11,16:48,EAB,E02,Open,choc,Old,Yes,Yes,4,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1064,JMH,3/23/2020,124,3,3,11:50,KSW,E02,Open,choc,Old,Yes,Yes,4,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,1,,0,1,TRUE,,
487,JMH,4/24/2019,0,#N/A,4,15:49,JMH,E03,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,,,Open,Pass,Old,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
292,JMH,7/4/2019,71,0,7,11:19,JMH,E03,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
64,JMH,11/18/2019,137,#VALUE!,11,15:17,AED,E03,Open,choc,Old,Yes,Yes,NA,Pass,Broken,No,0,,,Low,,Open,Pass,New,Yes,New,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1065,JMH,3/23/2020,126,1,3,12:15,KSW,E03,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
429,JMH,4/20/2019,0,#N/A,4,16:25,KSL,E04,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,in BMW notebook,,,,,,,,0,0,TRUE,,
291,JMH,7/4/2019,75,0,7,11:10,JMH,E04,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
3,JMH,11/18/2019,137,0,11,15:05,EAB,E04,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,,,,,,,0,0,TRUE,,
1023,JMH,3/25/2020,128,1,3,11:30,BBT,E04,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
430,JMH,4/20/2019,0,#N/A,4,16:35,KSL,E05,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,in BMW notebook,,,,,,,,0,0,TRUE,,
177,JMH,7/4/2019,75,0,7,11:09,ADJ,E05,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
63,JMH,11/18/2019,137,0,11,15:01,AED,E05,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1194,JMH,3/24/2020,127,0,3,15:46,KDS,E05,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,,,,,,,0,0,TRUE,,
562,JMH,4/24/2019,0,#N/A,4,13:26,DJM,E06,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
286,JMH,7/4/2019,71,0,7,11:05,JMH,E06,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
147,JMH,11/19/2019,138,0,11,15:24,EAB,E06,Open,choc,Old,Yes,Yes,2,Fail,Working,No,0,,,High,PUAI305,Open,Pass,New,Yes,Working,2,choc,New,No,NOID,,,,,,,,0,0,TRUE,,
1047,JMH,4/4/2020,137,2,4,15:15,BBT,E06,Open,choc,Old,Yes,Yes,4,Pass,Low batt,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,New,No,,,weak arrival test fire. C02 dead afterwards.,,,,,,0,0,TRUE,,
560,JMH,4/24/2019,0,#N/A,4,12:49,DJM,E07,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,Old,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
277,JMH,7/3/2019,70,0,7,13:50,JMH,E07,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
55,JMH,11/20/2019,140,1,11,14:45,TAW,E07,Open,choc,Old,Yes,Yes,3,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,1 mouse,,,,1,,0,1,TRUE,,
1045,JMH,4/4/2020,136,2,4,14:05,BBT,E07,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,weak arrival test fire. C02 dead afterwards.,,,,,,0,0,TRUE,,
489,JMH,4/19/2019,0,#N/A,4,13:26,KSL,E08,Closed,No bait,NA,No,No,NA,NA,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,New,No,,,,,,,,,0,0,TRUE,,
370,JMH,7/3/2019,75,0,7,14:07,LAM,E08,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,"New waypoint, ",,,,,,,,0,0,TRUE,,
54,JMH,11/20/2019,140,1,11,14:35,TAW,E08,Open,choc,Old,Yes,Yes,3,Pass,Working,No,2,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,"1 Rat spp, 1 mouse",,,1,1,,1,2,TRUE,,
1056,JMH,3/21/2020,122,#VALUE!,3,16:17,KSW,E08,Open,choc,Old,Yes,Yes,NA,Pass,Broken,No,1,,,Low,,Open,Pass,New,No,NA,NA,choc,New,No,,,"No tunnel, counter broken",,,1,,,1,1,TRUE,,
490,JMH,4/19/2019,0,#N/A,4,13:50,KSL,E09,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
279,JMH,7/3/2019,75,0,7,14:34,JMH,E09,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
51,JMH,11/20/2019,140,0,11,13:30,TAW,E09,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
1010,JMH,3/21/2020,122,3,3,16:10,BBT,E09,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1009,JMH,3/21/2020,0,#N/A,3,15:57,BBT,E10,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
413,JMH,4/21/2019,0,#N/A,4,12:24,AMK,E10L,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,Old,No,"Low or high??? PUAI75, not PUAI175",,,,,,,,0,0,TRUE,,
262,JMH,7/7/2019,77,0,7,10:24,JMH,E10L,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Perm removed,NA,NA,NA,NA,NA,NA,NA,NA,Lower E10. Removed. Upper E10 still there. ,,,,,,,,0,0,TRUE,,
491,JMH,4/19/2019,0,#N/A,4,14:30,KSL,E10U,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
169,JMH,7/3/2019,75,0,7,14:45,ADJ,E10U,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,UPPER E10!!!!!!,,,,,,0,0,TRUE,,
50,JMH,11/20/2019,140,1,11,12:50,TAW,E10U,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,,,,,,,0,0,TRUE,,
1008,JMH,3/21/2020,0,#N/A,3,15:45,BBT,E11,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
493,JMH,4/19/2019,0,#N/A,4,15:53,KSL,E11,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,High,SN02587,Open,Pass,New,Yes,New,1,choc,New,No,[second E11!] SN 02587. lost bait cap.,,,,,,,,0,0,FALSE,,
372,JMH,7/3/2019,75,0,7,14:46,LAM,E11,Open,choc,Old,Yes,Yes,1,Pass,Working,No,1,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,rat spp,,,,,1,,,1,1,TRUE,,
58,JMH,11/20/2019,140,1,11,15:40,TAW,E11,Open,choc,Old,Yes,Yes,3,Fail,Working,No,1,,,High,,Open,Pass,New,Yes,Working,0,choc,New,No,,,1 mouse. very week hiss from trap,,,,1,,0,1,TRUE,,
492,JMH,4/19/2019,0,#N/A,4,15:30,KSL,E12,New,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Low,SN02583,Open,Pass,New,Yes,New,1,choc,New,No,[this may be second one as well],,,,,,,,0,0,FALSE,,
170,JMH,7/3/2019,75,#VALUE!,7,14:54,ADJ,E12,Open,choc,Old,Yes,Yes,NA,Pass,Broken,No,0,,,Low,,Open,Pass,Old,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
49,JMH,11/20/2019,140,3,11,12:20,TAW,E12,Open,choc,Old,Yes,Yes,4,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,mouse,,,,1,,0,1,TRUE,,
1054,JMH,3/21/2020,122,1,3,15:20,KSW,E12,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,0,choc,New,No,,,CO2 almost empty,,,,,,0,0,TRUE,,
415,JMH,4/21/2019,0,#N/A,4,14:20,AMK,E13,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
373,JMH,7/3/2019,73,1,7,15:15,LAM,E13,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,High,,Open,Pass,Old,Yes,Working,3,choc,Old,No,rat spp ,,,,,1,,,1,1,TRUE,,
104,JMH,11/20/2019,140,1,11,15:15,AED,E13,Open,choc,Old,Yes,Yes,4,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
1053,JMH,3/21/2020,122,3,3,15:07,KSW,E13,Open,choc,Old,Yes,Yes,4,Pass,Working,No,1,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,"A high, low trap",1,,,,,1,1,TRUE,,
416,JMH,4/21/2019,0,#N/A,4,15:03,AMK,E14,Open,choc,Old,Yes,No,NA,Pass,NA,No,1,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,"carcass melting in fern off to side, just fur and bones. Rodent spp. ",,,,,,,1,0,1,TRUE,,
280,JMH,7/3/2019,73,1,7,15:26,JMH,E14,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,3,choc,Old,No,,,,,,,,,0,0,TRUE,,
103,JMH,11/20/2019,140,2,11,14:59,AED,E14,Open,choc,Old,Yes,Yes,5,Pass,Working,No,2,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,2 black rats ,2,,,,,2,2,TRUE,,
1052,JMH,3/21/2020,122,5,3,14:41,KSW,E14,Open,choc,Old,Yes,Yes,6,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,2,choc,New,No,,,,,,,,,0,0,TRUE,,
417,JMH,4/21/2019,0,#N/A,4,15:37,AMK,E15,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,Low,,Open,Pass,New,Yes,New,1,choc,Old,No,"was at 45 degree angle, changed to vertical",,,,,,,,0,0,TRUE,,
374,JMH,7/3/2019,73,0,7,15:33,LAM,E15,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
102,JMH,11/20/2019,140,0,11,14:34,AED,E15,Open,choc,Old,Yes,Yes,2,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,1 black rat,1,,,,,1,1,TRUE,,
1040,JMH,3/21/2020,122,4,3,14:19,JMH,E15,Open,choc,Old,Yes,Yes,5,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
418,JMH,4/21/2019,0,#N/A,4,16:03,AMK,E16,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,New,1,choc,Old,No,not that dirty,,,,,,,,0,0,TRUE,,
171,JMH,7/3/2019,73,0,7,15:41,ADJ,E16,Open,choc,Old,Yes,Yes,1,Pass,Low batt,No,0,,,High,,Open,Pass,Old,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
101,JMH,11/20/2019,140,0,11,14:22,AED,E16,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Low batt,1,choc,New,No,,,"Counter said low after it was reset, didn't have extra counters",,,,,,0,0,TRUE,,
1039,JMH,3/21/2020,122,2,3,14:11,JMH,E16,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,No Tun,,,,,,0,0,TRUE,,
419,JMH,4/21/2019,0,#N/A,4,16:20,AMK,E17,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,New,Yes,New,1,choc,Old,No,spotless,,,,,,,,0,0,TRUE,,
375,JMH,7/3/2019,73,0,7,15:53,LAM,E17,Open,choc,Old,Yes,Yes,1,Fail,Working,No,0,,,Low,,Temp Removed,NA,NA,NA,NA,NA,NA,NA,NA,"PUAI254, removed",,,,,,,,0,0,TRUE,,
408,JMH,7/6/2019,3,#VALUE!,7,11:53,LAM,E17,Empty,NA,NA,NA,NA,NA,NA,NA,No,NA,,,Low,PUAI255,Open,Pass,New,Yes,New,0,choc,New,No,,,,,,,,,0,0,FALSE,,
100,JMH,11/20/2019,137,#VALUE!,11,14:10,AED,E17,Open,choc,Old,Yes,Yes,NA,Pass,Low batt,No,0,,,Low,,Open,Pass,New,Yes,New,1,choc,New,No,,,"Map said no GN here but PUAI255 present and active, counter read Low, no number",,,,,,0,0,TRUE,,
1051,JMH,3/21/2020,122,4,3,14:03,KSW,E17,Open,choc,Old,Yes,Yes,5,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
572,JMH,4/24/2019,0,#N/A,4,16:13,DJM,F01,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,,,Open,Pass,Old,No,NA,NA,choc,Old,No,Needs counter,,,,,,,,0,0,TRUE,,
251,JMH,7/7/2019,74,#VALUE!,7,12:40,TAW,F01,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,Low,,Open,Pass,Old,No,NA,NA,choc,Old,No,,,,,,,,,0,0,TRUE,,
165,JMH,11/20/2019,136,#VALUE!,11,16:22,EAB,F01,Open,choc,Old,Yes,No,NA,Pass,NA,No,1,,,Low,,Open,Pass,New,Yes,New,1,choc,New,No,,,1 huge black rat,1,,,,,1,1,TRUE,,
1084,JMH,4/4/2020,136,1,4,12:45,KSW,F01,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,Low,,Closed,NA,NA,NA,NA,NA,NA,NA,NA,,,"Screws too tight to tree, couldn’t get back on. Removed ",,,,,,0,0,TRUE,,
571,JMH,4/24/2019,0,#N/A,4,16:01,DJM,F02,Open,choc,Old,Yes,No,NA,Pass,NA,No,2,,,,,Open,Pass,Old,Yes,New,1,choc,Old,No,"1 fresh carcass, plus older one nearby. [2 Rodent spp]",,,,,,,2,0,2,TRUE,,
253,JMH,7/7/2019,74,0,7,13:15,TAW,F02,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
20,JMH,11/18/2019,134,1,11,15:30,KDS,F02,Open,choc,Old,Yes,Yes,3,Pass,Working,No,3,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,"2 black rats, 1 mouse. 1st test fire failed",2,,,1,,2,3,TRUE,,
1063,JMH,3/23/2020,126,0,3,11:40,KSW,F02,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,No track tunnel,,,,,,0,0,TRUE,,
570,JMH,4/24/2019,0,#N/A,4,15:52,DJM,F03,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
242,JMH,7/4/2019,71,0,7,12:00,TAW,F03,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
19,JMH,11/18/2019,137,2,11,15:10,KDS,F03,Open,choc,Old,Yes,Yes,4,Pass,Working,No,1,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,mouse,,,,1,,0,1,TRUE,,
1062,JMH,3/23/2020,126,6,3,11:10,KSW,F03,Open,choc,Old,Yes,Yes,7,Fail,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,Initial CO2 test leaked remaining CO2,,,,,,0,0,TRUE,,
528,JMH,4/24/2019,0,#N/A,4,11:01,KSL,F04,Open,choc,Old,Yes,Yes,2,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
233,JMH,7/4/2019,71,#VALUE!,7,12:05,TAW,F04,Open,choc,Old,Yes,Yes,NA,Pass,Broken,No,0,,,High,,Open,Pass,Old,Yes,Working,1,choc,Old,No,,,"Arrival counter actually 0, so CC negative, so changed to NA and Broken",,,,,,0,0,TRUE,,
18,JMH,11/18/2019,137,4,11,14:55,KDS,F04,Open,choc,Old,Yes,Yes,5,Pass,Working,No,1,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,mouse,,,,1,,0,1,TRUE,,
1061,JMH,3/23/2020,126,6,3,11:05,KSW,F04,Open,choc,Old,Yes,Yes,7,Fail,Working,No,0,,,High,,Open,Pass,New,Yes,Low batt,1,choc,New,No,,,Counter at low when reset,,,,,,0,0,TRUE,,
431,JMH,4/20/2019,0,#N/A,4,16:50,KSL,F05,Open,choc,Old,Yes,Yes,0,Pass,Working,No,0,,,,,Open,Pass,New,Yes,Working,1,choc,Old,No,in BMW notebook,,,,,,,,0,0,TRUE,,
254,JMH,7/7/2019,78,0,7,13:25,TAW,F05,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
62,JMH,11/18/2019,134,#VALUE!,11,14:51,EAB,F05,Open,choc,Old,Yes,Yes,NA,Pass,Low batt,No,1,,,Low,PUAI304,Open,Pass,New,Yes,New,1,choc,New,No,NOID,,rat spp. In AED notebook,,,1,,,1,1,TRUE,,
1060,JMH,3/23/2020,126,0,3,10:35,KSW,F05,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,Low,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
432,JMH,4/20/2019,0,#N/A,4,17:04,KSL,F06,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,Old,No,in BMW notebook. Raised to 50cm,,,,,,,,0,0,TRUE,,
276,JMH,7/3/2019,74,0,7,13:38,JMH,F06,Open,choc,Old,Yes,Yes,1,Pass,Working,No,0,,,High,,Open,Pass,Old,Yes,Working,2,choc,Old,No,,,,,,,,,0,0,TRUE,,
2,JMH,11/18/2019,138,1,11,14:36,AED,F06,Open,choc,Old,Yes,Yes,3,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,2,choc,New,No,,,,,,,,,0,0,TRUE,,
1059,JMH,3/23/2020,126,5,3,10:30,KSW,F06,Open,choc,Old,Yes,Yes,7,Pass,Working,No,0,,,High,,Open,Pass,New,Yes,Working,1,choc,New,No,,,,,,,,,0,0,TRUE,,
479,JMH,4/21/2019,0,#N/A,4,16:35,JMH,F07,Open,choc,Old,Yes,No,NA,Pass,NA,No,0,,,High,,Open,Pass,Old,Yes,New,1,choc,Old,No,,,,,,,,,0,0,TRUE,,
